Name,Address,Time,Close,Tel,PASELI
らんらんらんどパロ横須賀,神奈川県横須賀市本町2-1-12ショッパーズプラザ横須賀店4F, 11:00-23:00, 無し, 046-821-1155,1
アドアーズ横須賀,神奈川県横須賀市本町3-27横須賀APT1F, 10:00-23:45, 無し, 046-829-1325,1
シルクハット横須賀中央店,神奈川県横須賀市若松町1-5プライムビルB1F, 9:00-24:00, 無し, 0468-20-2660,1
ムトス相模原,神奈川県相模原市中央区中央2-1-5, 10:00-24:00, 無し, 042-776-5001,1
イミグランデ相模原店,神奈川県相模原市中央区東淵野辺4-15-1 相模原A棟002号, 平日10:00-24:00/土日祝9:00-24:00,, 042-753-8881,1
アドアーズ橋本,神奈川県相模原市緑区橋本3-3, 9:00-23:45, 無し, 042-700-2310,1
YAZ橋本台店,神奈川県相模原市緑区橋本台1-34-1, 10:00-24:00, 無休, 0427-70-0801,1
アピナ橋本店,神奈川県相模原市緑区西橋本5-1-1ラ･フロール駐車場棟1F, 10:00-24:00, 無し, 042-703-6033,1
プレイIC東海大学前,神奈川県秦野市南矢名1-15-1, 10:00-24:00, 無し, 0463-77-2115,1
アドアーズ湘南台,神奈川県藤沢市湘南台1-2-1駅前東口ビルB1, 9:00-24:00, 無し, 0466-41-0192,1
アドアーズ藤沢北口,神奈川県藤沢市藤沢460-1 3-4F, 9:00-24:00, 無し, 0466-29-7631,1
ゲームインファンファン藤沢店新館,神奈川県藤沢市鵠沼石上1-3-8, 9:00-24:00, 無し, 0466-25-3255,1
AMピア大船店,神奈川県鎌倉市大船1-24大船駅前ビル1-3F, 8:30-24:00, 無し, 0467-42-0730,1
ゲームセンターホームラン,神奈川県鎌倉市大船1-5-10, 10:00-24:00,, 0467-45-5004,1
